,sentiment,text
1610,neutral,RT @meredithclark: Omg RT @mattymonsterz: I AM SCREAMING 💀💀💀💀 #GOPDebate http://t.co/GU6BJC1lg8
1611,negative,Fuking fuming 😤
1612,positive,@ChrissyMetz @justinhartley @MiloVentimiglia just saw episode 8 of #ThisIsUs in France  on @canalplusgroupe just amazing 😭😭👌
1613,negative,You boys dint know the game am I the game... life after death... better chose and know who side you on before my wrath does come upon us😤😤😤
1614,positive,@SouthwestAir for the win as always- saved my day and got me on a direct to Orlando. 🎉🎉🎉
1615,positive,@united EWR agent Barbara was FABULOUS and an example of CUST. SERV. A pleasure talking to you😊 http://t.co/KMQuLY9g5E
1616,neutral,“@JetBlue: Our fleet's on fleek. http://t.co/TnKIXXrxHB” 😂😂
1617,neutral,"I just called Tony Romo ""a crackheads' Bret Favre"" on Facebook. Facebook wasn't worthy of that 😄"
1618,negative,"@USAirways  flight missed due to mech issue. No food voucher, transported to different airport, no rental reimbursement 😡"
1619,positive,@SouthwestAir props to your LAS employees working C11 gate. Because of them I am not opposed to flying through or to LAS in the future! 👏👏👏
1620,negative,new madden 16 video was gonna be up but xbox is being an ahole and not going through 🙄🙄 #struggles
1621,neutral,Hi! I'm Negan 😎  #thewalkingdead #Dibujo https://t.co/khW0IXzBjn
1622,positive,@JetBlue yes! Always a treat to fly with you guys! 😊✈️
1623,positive,"Pro-Tipp 😂 ""@transl8oratwork: Funny yet true!  #translation #translator #getnoticed https://t.co/aE9MPidz0s https://t.co/X2QN6xC1nj"" #xl8"
1624,negative,What is this miserable ass weather all about 😭 dark and gloomy #depressing #weekoff #wheresthesun
1625,negative,"@britishmuseum Wish you could extend the exhibition, 😭, I will only be in London in August..."
1626,neutral,"🏀  Descans / Half-time / Descanso: @GSBasketbol, 39 - @FCBbasket, 35 #fcblive #GSOFCB"
1627,positive,@JetBlue Still love you guys. But get me to Vegas already! ☀️🌴✈️🍸🎲
1628,negative,But I'm a bum right ? I wont be shit right ? Ill be working my minimum wage jobs til I die right ? FOH . 😇🖕🏻 https://t.co/QAUwveJxy0
1629,positive,@maritzabuys666 Looks wonderful!!!  Wish it was my cock tho!!!  😍
1630,neutral,@AppSame @DrJillStein @HillaryClinton So much for her preaching to Trump to accept the outcome 🙄 & peaceful transition of power.
1631,neutral,"@USAirways Eh, it happens. I think I'll survive. 😉 Thanks!"
1632,negative,When you have just about enough @marmite in your jar at work for 1/4 of a slice of toast 😩😩 #unhappy
1633,positive,I love scream queens 😍😍😊 #screamqueens #love #happy #hot #omg #lol #like https://t.co/r1rxeAIGCS
1634,negative,im 16 if you want to see my dick snap/kik me at hiya2247 😘 #kik #kikme #snapchat  #snapme #horny #porn #naked #young
1635,negative,Bring on my interview at hospital tho 🙈🙈 #nervous
1636,negative,@SouthwestAir after an hour and a half then it came back damaged. Not happy 😣
1637,negative,..... wakes up and says 'have you tried changing her nappy?' 😡👊🏼 !!!!
1638,positive,Only Geo is capable of cheering me up❤️❤️❤️
1639,neutral,"“@AmericanAir: @TilleyMonsta George, that doesn't look good. Please follow this link to start the refund process: http://t.co/4gr39s91Dl”😂"
1640,negative,"Israel first, racist, government psyoper, and altrighter 🤔 @Pamgeller https://t.co/2MaSDQq73w"
1641,positive,@heatherfard yo! Hot #uber driver last night 😝 #TurkeyDay 🦃
1642,negative,Listen ... this golden brown is giving me life ... but why the hell did my feet have to get so dark 😓
1643,positive,⚡Dangit wish I had a hamburger and frenchfriesright about now#Yummielicious #NationalFastFoodDay https://t.co/EwJt5T8JUw
1644,positive,lol guys here is Bryce's social security number 🙃 bryce providing everyone's meals tonight 👌👌💦 @Komodoco https://t.co/KyAVM2Vsbo
1645,negative,@VirginAmerica my group got their Cancelled Flightlation fees waived but I can't because my ticket is booked for 2/18? Your reps were no help either 😡
1646,neutral,@VirginAmerica plz help me win my bid upgrade for my flight 2/27 LAX---&gt;SEA!!!  🍷👍💺✈️
1647,negative,Gonna get some acupuncture today for all my damn anxiety 🙃🤕
1648,positive,A song from Girls Just Want To Have Fun on #ScreamQueens. Ryan Murphy is my hero ❤️❤️❤️❤️❤️❤️❤️
1649,positive,@JetBlue Thanks!  I made it 😃
1650,neutral,The fact they're playing the #StraightOuttaCompton trailer during the #GOPDebates ...😂😂😂 #KnowYourAudience
1651,negative,@SouthwestAir my first flight ever and flight #4251 is already having technical issues. Faaaannntastic.😭
1652,positive,@AmericanAir I don't think you should help him at all based on his behavior. The voucher and cot seem like enough lol 😃
1653,positive,Ashley Graham jus won't allow b 2 gr8 she so damn Sexy 😍😍😍
1654,positive,Hi @EvMarket_US Thanku for #follow 👍\nUs #hairdressers love sharing #smiles 😁\nIt's a universal language!👌\nHave a fab day! 😘
1655,negative,"Aw, @JebBush, you can totes come over later for a good cry. I GOTCHU BOO. 👭 #GOPDebates"
1656,negative,Trudeau Liberals even will remove mandatory minimum sentences on sex crimes against children - 😮 - did you vote for… https://t.co/iaKgfSbUwg
1657,neutral,More Dems voted @KellyannePolls than Repubs. It's courtesy of the Electoral College and state Repub voter suppression that we have💩 Trump.
1658,negative,"😩😩😩😩 heads melted, very tired but can't sleep. #nightmare"
1659,negative,#GOPDebates if Jed bush wins presidency does that mean we get more of that hilarious show LIL BUSH? ✋👊
1660,neutral,@VirginAmerica are you ready!? Let's say it together.. 'Noooo turbulence today!' 😘
1661,negative,@JebBush2016 You Called PPL ? Families Of The KIA In Iraq You Said #GOPDebates Not My Sister 😡 Your Brother Didn't Even Call 😡
1662,negative,I'm just a fuming ball of anger today 🙃
1663,positive,@utahjazz win! @UNC_Basketball too! Great night! 😄 #JazzNation #GoHeels
1664,positive,@Popstufs3 Coffee is good and view is even better 😊
1665,positive,#FantasticBeasts is damn good 👏🏾👏🏾👏🏾
1666,neutral,@jimmyfallon has officially joined the #GilmoreGirls fandom 🙌🏼🙌🏼🙌🏼 @FallonTonight #GilmoreGirlsTop4
1667,neutral,@VirginAmerica Need to start flying to @KCIAirport .  😊😀😃😄
1668,negative,@USAirways a flight update doesn't help when we are waiting 20+ min at our arrival waiting for a plane to leave our gate. Who can I write?😑
1669,neutral,👍👍✈️✈️💗 When are you guys going to start flying to Paris? @VirginAmerica: @LizaUtter You're welcome.”
1670,positive,"@OtherkinOK @ParadisoAdam Very nice show guys! Now I have supported you, I expect you cheering at my @dublinmarathon on Oct 30th 😉😎👍"
1671,negative,This car smells like piss 😷😷😷 #uber
1672,neutral,"📷 becausemessi: According to Deportes Cuatro, Lionel Messi and Cristiano Ronaldo found a moment to... https://t.co/twi7DgI54Y"
1673,positive,Happy Hawks Day! The team is in Salt Lake City to face the @utahjazz tonight at 8pm ET!📺: @FOXSportsSE 📻: @929TheGame #TrueToAtlanta
1674,negative,Man I feel like crap today 😰
1675,neutral,@united please tell me I'm going to make my connecting flight from O'hare to #STL #SouthBendINWhere 🙏 http://t.co/qGwK10dEwv
1676,negative,RT @Todd_Spencer: Chrissy 'Tingles' Matthews gets his ass handed to him by Carly Fiorina. 😄😄😄 http://t.co/h5P56Xx2rG #GOPDebate
1677,positive,@sophieRblake @SkySpeedway @Kelvin_Tatum @chrislouisIWSC no wonder Kelvin and Chris are smiling! 😍
1678,neutral,Our Little Ms. Philippines. 👏👏👏#littleMsPhilippines #unitednations https://t.co/kQK64D0d75
1679,negative,"They also changed their minds about the ""peaceful transition of power"" Trump was going to disrupt 🤔@Moo4pies02 @RachelLavine2 @PrisonPlanet"
1680,negative,I have actually watch drugs destroy an entire family 😢Mother's on skid row. Oldest daughter lost her child. Father is estranged. #horrific
1681,negative,@qdoba omg I'm so slow bc my eng is not very well and my hands are shaking uhh help meee I'm like this lil chicken now 🐥#MoreisBetter
1682,positive,@Hellboy919 @AboutLondon @MadameTussauds @BateauxLondon @britishmuseum @thetattershall @ThamesRIBExp @OXO_Tower @thamesclippers thank you 😊
1683,positive,@stackee Charlie attempted to suffocate me with a cushion for cheering so much at the great news 😂😂
1684,negative,"Rooney ! Oh dear, oh dear ! Fucking dreadful 🙈⚽️⚽️"
1685,neutral,"I didn't watch the #GOPDebate. I'm going to wait and watch Jon Stewart's @TheDailyShow coverage next week. Oh, wait...😢 #JonVoyage"
1686,neutral,😩😩😩 “@JetBlue: Our fleet's on fleek. http://t.co/46am1BSi2G”
1687,positive,"My #GilmoreGirlsTop4 is ; 4. Babette. 3. Miss Patty. 2. Luke. 1. Richard & Emily, ( as they are one!) ❤️"
1688,neutral,@JetBlue could I get a free flight to Vegas since it's my bday😏☺️
1689,negative,"You must admit, @realDonaldTrump throws #shade like #RHOA LOL! 😂😂😂 #GOPDebate  https://t.co/c9LUq1dwW3"
1690,negative,RT @peddoc63: This is why @realDonaldTrump is polling so high! Got it👉🏾LIARS✔️ @jimlibertarian @MaydnUSA #GOPDebate @CarmineZozzora http://…
1691,negative,@rockmonster1232 @DavidDJJames @utahjazz @BYUbasketball I'm sure it's Coach K's fault 🤔
1692,negative,@USAirways How dirty does the damn plane have to be to take an hour to get the plane cleaned??? Refund me my miles😡. #wasteoftime #theworst
1693,negative,"Please bear with me, I'm not Twitter savvy😝 in real life I'm a Facebook person. Help me gain followers 🤓#blog #selfhelp #depression"
1694,negative,@SouthwestAir wifi on my plane but I gotta pay for it? Help your broke homegirl out✈️📱
1695,neutral,I'm just dying to get on board with Thanksgiving 😭🦃🙌🏻
1696,positive,#RealNews: It’s now official; #Russia & #Hezbollah are now coordinating operations in #Syria ⬅️ Great news 😎https://t.co/58SRD1riqa
1697,negative,"https://t.co/EbVt0C0xwG IS A ""REMOVAL"" OF ALL ""FAKE UNDOCUMENTED"" ""DEAD MAN VOTING"" BALLOTS THAT WOULD PUT THE NAIL IN THE COFFIN OF DNC!🔨👫👪"
1698,negative,The #GOPDebate is really just real life #hungergames interviews😂 #MegynKelly is Caesar Flickerman
1699,negative,"@AppFlyer ""Impossible! Michael Moore told us all that anti-gun control was racist! Facts have no place in The Narrative™!"""
1700,positive,@verynetwork Awesome! #Hatchimals #BlackFriday 👍
1701,negative,🙃 back to school aka back to social anxiety 🙃
1702,negative,RT @tinaissa: How many of you feel your IQ is lower after watching that debate? 😂😂😂. #GOPDebate
1703,neutral,Divests! 🔊Dakota Access PipelineMajor Company w/actual ETHICAL STANDARDS WITHDRAWShttps://t.co/dHLWwR6vUB#PEOPLE..OVER..PROFIT
1704,negative,@USAirways 4 hours Late Flightr And i lost my conection 😡
1705,positive,@jimmyfallon #GilmoreGirlsTop4 Top 4 + invisible 51. Jess 😍2. Paris😂3. Luke💜4. Sookie🎈5. Taylor 😅
1706,neutral,@VirginAmerica Can you find us a flt out of LAX that is sooner than midnight on Monday? That would be great customer service 😃
1707,positive,Yesterday was #NationalFastFoodDay and today is TAYLOR DAY!! Coincidence? I don't think so. 🤗🌮🍟🍔🍕 https://t.co/D4J31d5N4i
1708,positive,That eclipse was  Angelic 🙏🏿 #blessing
1709,positive,@united Thank you!! 😊
1710,negative,Pretty pissed I missed the #GOPDebate 😞
1711,positive,"See you at our #CampaignMasterclass on Friday @HaysTravel, we're very excited and we hope you are too 😊 #emailmarketing"
1712,neutral,Watching David Blaine on @NetflixANZ from behind a cushion but there's Jessie! 😍 https://t.co/5faP714UhN
1713,positive,These girls who are playful and childlike seem to have such lovely relationships. Can't imagine them having serious convos but it's cute  😍😍
1714,negative,Absolutely fuming I've just scratched all my car 😡😡😡😡😡😡
1715,positive,🎶 Browse this site https://t.co/0hJ7UpFtKI for more information on Dallas 3D Printing. This... https://t.co/RHP7GqCQGv
1716,negative,"@USAirways @united two broken airplanes, two days Late Flightr and I'm stranded after a funeral and missing out on my last semester of #college. 👍"
1717,neutral,@JetBlue Not for the dates or destination I'm headed 😔
1718,negative,Maybe @SamHeughan can send me good luck on my job interview tomorrow. #nervous 😳
1719,negative,@AmericanAir thanks for the response. I know it's not your fault... But Im in ORD in T5 and hungry if you want to stop by ✈️✌️
1720,negative,#Obama #Pakistan Drone Strikes 74% of Pakistanis consider the #US an Enemy. Is it surprising 👇https://t.co/w4aH7sxfaU
1721,neutral,OMG it's Hatchi-Hell out there‼️ We need more #Hatchimals 😱 @couponing_uk @ambermaryx @whokilledlola I'm going to share my sources next! 😇
1722,positive,@imDevinLopez happy bday bro! 👌🏻
1723,positive,"@JetBlue Another awesome telephone experience with @JetBlue Thank you, Cory! #Greatcustomerservice✈☺"
1724,negative,Forever raging 😏😂😭
1725,neutral,So I'd say the Democrats won the #GOPDebate GG's Hillary and Bernie 👌
1726,neutral,@JetBlue my daughter's college game in Denver.  Only one set of parents will be there 😢😢😢
1727,negative,@sphiwememela...its bad.I am fearing for my life🙏
1728,negative,@SouthwestAir how often are airplane seats/tray tables cleaned and sanitized? rather have air purifier and clean seats than #wifi 😷😱
1729,positive,My new crush! 😍 #dontputyourfingerthere #shebites #armistice ##Westworld #WestworldFinale @WestworldHBO  @ingridbb_ https://t.co/7Xkrvx0JFv
1730,positive,RT @peddoc63: I loved❤️@RealBenCarson said he doesn't see race because he's a neurosurgeon! Person's skin doesn't make them who they are! A…
1731,positive,Literally feels sg to be happy with sam😍
1732,negative,@JetBlue your airline should have a better system to Inform your clients when their flights are Cancelled Flightled last min. 😒👺 we have schedules too
1733,positive,I Can't wait until valentines day 😂 I Want another Big Bear
1734,neutral,"RT @Dosta1: “@DailyMail: The future First Family at the #GOPDebate? http://t.co/nMKFGAd4Ei http://t.co/IwWRPSnTpl”

😊"
1735,positive,Mood : Happy 🙂 #blessing
